"Name","Position","Year","Selection","GPYr1","PSYr1","TOIYr1","GPYr2","PSYr2","TOIYr2","GPYr3","PSYr3","TOIYr3","GPYr4","PSYr4","TOIYr4","GPYr5","PSYr5","TOIYr5","GPYr6","PSYr6","TOIYr6","GPYr7","PSYr7","TOIYr7","TOI_sum_min","GP_sum","PS_sum"
"Otto Koivula","LW",2016,120,0,-2.5,0,0,-2.5,0,0,-2.5,0,14.0974212034384,-0.234957020057307,111.526265520535,0,-3.66071428571429,0,8,0,85.95,8,0.1,54.8833333333333,252.359598853868,30.0974212034384,-11.2956713057716
"Ryan Jones","D",2016,121,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.93696275071633,0,0,-3.66071428571429,0,0,-2.5,0,0,-2.5,0,0,0,-19.0976770364306
"Vladimir Bobylev","RW",2016,122,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.93696275071633,0,0,-3.66071428571429,0,0,-2.5,0,0,-2.5,0,0,0,-19.0976770364306
"Dylan Wells","G",2016,123,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.93696275071633,0,0,-3.66071428571429,0,0,-2.5,0,0,-2.5,0,0,0,-19.0976770364306
"Casey Staum","D",2016,124,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.93696275071633,0,0,-3.66071428571429,0,0,-2.5,0,0,-2.5,0,0,0,-19.0976770364306
"Nolan Stevens","C",2016,125,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.93696275071633,0,0,-3.66071428571429,0,0,-2.5,0,0,-2.5,0,0,0,-19.0976770364306
"Mitchell Mattson","C",2016,126,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.93696275071633,0,0,-3.66071428571429,0,0,-2.5,0,0,-2.5,0,0,0,-19.0976770364306
"Jordan Stallard","C",2016,127,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.93696275071633,0,0,-3.66071428571429,0,0,-2.5,0,0,-2.5,0,0,0,-19.0976770364306
"Colton Point","G",2016,128,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.93696275071633,0,0,-3.66071428571429,0,0,-2.5,0,0,-2.5,0,0,0,-19.0976770364306
"Philip Nyberg","D",2016,129,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.93696275071633,0,0,-3.66071428571429,0,0,-2.5,0,0,-2.5,0,0,0,-19.0976770364306
"Vojtech Budik","D",2016,130,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.93696275071633,0,0,-3.66071428571429,0,0,-2.5,0,0,-2.5,0,0,0,-19.0976770364306
"Adam Werner","G",2016,131,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.93696275071633,0,0,-3.66071428571429,0,0,-2.5,0,0,-2.5,0,0,0,-19.0976770364306
"Yegor Rykov","D",2016,132,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.93696275071633,0,0,-3.66071428571429,0,0,-2.5,0,0,-2.5,0,0,0,-19.0976770364306
"Maxime Lajoie","D",2016,133,0,-2.5,0,0,-2.5,0,56,1.2,1058.71666666667,7.0487106017192,0,55.0974212034384,0,-3.66071428571429,0,5,0.2,62.7,3,0,23.5666666666667,1200.08075453678,71.0487106017192,-7.26071428571429
"Jeremy Helvig","G",2016,134,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.93696275071633,0,0,-3.66071428571429,0,0,-2.5,0,0,-2.5,0,0,0,-19.0976770364306
"Joona Koppanen","LW",2016,135,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.93696275071633,0,0,-3.66071428571429,0,0,-2.5,0,5,0,54.1333333333333,54.1333333333333,5,-16.5976770364306
"Cameron Clarke","D",2016,136,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.93696275071633,0,0,-3.66071428571429,0,0,-2.5,0,0,-2.5,0,0,0,-19.0976770364306
"Jordan Sambrook","D",2016,137,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.93696275071633,0,0,-3.66071428571429,0,0,-2.5,0,0,-2.5,0,0,0,-19.0976770364306
"Patrick Harper","C",2016,138,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.93696275071633,0,0,-3.66071428571429,0,0,-2.5,0,0,-2.5,0,0,0,-19.0976770364306
"Linus Hogberg","D",2016,139,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.93696275071633,0,0,-3.66071428571429,0,5,0.3,85.3166666666667,0,-2.5,0,85.3166666666667,5,-16.2976770364306
"Cole Candella","D",2016,140,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.93696275071633,0,0,-3.66071428571429,0,0,-2.5,0,0,-2.5,0,0,0,-19.0976770364306
"Timothy Gettinger","LW",2016,141,0,-2.5,0,0,-2.5,0,4,0,30.0833333333333,2.34957020057307,0.117478510028653,19.6972301814709,2.92857142857143,-0.146428571428571,34.3130952380952,8,-0.1,75.7,0,-2.5,0,159.793658752899,17.2781416291445,-7.62895006139992
"Michael Eyssimont","C",2016,142,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.93696275071633,0,0,-3.66071428571429,0,1,0,5.81666666666667,15,-0.1,171.233333333333,177.05,16,-14.1976770364306
"Mathias From","W",2016,143,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.93696275071633,0,0,-3.66071428571429,0,0,-2.5,0,0,-2.5,0,0,0,-19.0976770364306
"Conner Bleackley","C",2016,144,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.93696275071633,0,0,-3.66071428571429,0,0,-2.5,0,0,-2.5,0,0,0,-19.0976770364306
"Beck Malenstyn","LW",2016,145,0,-2.5,0,0,-2.5,0,0,-2.5,0,3.5243553008596,-0.117478510028653,32.6786055396371,0,-3.66071428571429,0,12,0.1,108.533333333333,9,0.2,89.2166666666667,230.428605539637,24.5243553008596,-10.9781927957429
"Nicholas Caamano","RW",2016,146,0,-2.5,0,0,-2.5,0,0,-2.5,0,14.0974212034384,0.234957020057307,140.484718242598,35.1428571428571,-0.732142857142857,328.341666666667,0,-2.5,0,0,-2.5,0,468.826384909265,49.2402783462955,-12.9971858370855
"Axel Jonsson-Fjallby","LW",2016,147,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.93696275071633,0,0,-3.66071428571429,0,23,0.2,257.183333333333,50,1.1,522.8,779.983333333333,73,-12.7976770364306
"Christopher Paquette","C",2016,148,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.93696275071633,0,0,-3.66071428571429,0,0,-2.5,0,0,-2.5,0,0,0,-19.0976770364306
"Graham McPhee","LW",2016,149,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.93696275071633,0,0,-3.66071428571429,0,0,-2.5,0,0,-2.5,0,0,0,-19.0976770364306
"Manuel Wiederer","C",2016,150,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.93696275071633,0,0,-3.66071428571429,0,0,-2.5,0,0,-2.5,0,0,0,-19.0976770364306
"Niclas Almari","D",2016,151,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.93696275071633,0,0,-3.66071428571429,0,0,-2.5,0,0,-2.5,0,0,0,-19.0976770364306
"Jonathan Walker","D",2016,152,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.93696275071633,0,0,-3.66071428571429,0,0,-2.5,0,0,-2.5,0,0,0,-19.0976770364306
"Aapeli Rasanen","C",2016,153,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.93696275071633,0,0,-3.66071428571429,0,0,-2.5,0,0,-2.5,0,0,0,-19.0976770364306
"Jakob Stukel","LW",2016,154,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.93696275071633,0,0,-3.66071428571429,0,0,-2.5,0,0,-2.5,0,0,0,-19.0976770364306
"Peter Thome","G",2016,155,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.93696275071633,0,0,-3.66071428571429,0,0,-2.5,0,0,-2.5,0,0,0,-19.0976770364306
"Eetu Tuulola","RW",2016,156,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.93696275071633,0,0,-3.66071428571429,0,0,-2.5,0,0,-2.5,0,0,0,-19.0976770364306
"Mikhail Berdin","G",2016,157,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.93696275071633,0,0,-3.66071428571429,0,0,-2.5,0,0,-2.5,0,0,0,-19.0976770364306
"Patrick Kudla","D",2016,158,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.93696275071633,0,0,-3.66071428571429,0,0,-2.5,0,0,-2.5,0,0,0,-19.0976770364306
"Brandon Hagel","LW",2016,159,0,-2.5,0,0,-2.5,0,0,-2.5,0,1.17478510028653,0,13.8624641833811,76.1428571428571,2.92857142857143,1065.14583333333,22,0.4,298.933333333333,81,7.2,1510.4,2888.34163085004,180.317642243144,3.02857142857143
"Michael Pezzetta","C",2016,160,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.93696275071633,0,0,-3.66071428571429,0,51,0.7,399.633333333333,63,1,587.316666666667,986.95,114,-12.3976770364306
"Nathan Clurman","D",2016,161,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.93696275071633,0,0,-3.66071428571429,0,0,-2.5,0,0,-2.5,0,0,0,-19.0976770364306
"Jesper Bratt","W",2016,162,0,-2.5,0,74,2.6,1128.6,51,2.8,773.55,70.487106017192,3.99426934097421,985.605539637058,67.3571428571428,3.95357142857143,1082.83928571429,76,7.4,1324.68333333333,82,8.1,1424.13333333333,6719.41149201801,420.844248874335,26.3478407695456
"Markus Nurmi","RW",2016,163,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.93696275071633,0,0,-3.66071428571429,0,0,-2.5,0,0,-2.5,0,0,0,-19.0976770364306
"Noah Carroll","D",2016,164,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.93696275071633,0,0,-3.66071428571429,0,0,-2.5,0,0,-2.5,0,0,0,-19.0976770364306
"Oskar Steen","C",2016,165,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.93696275071633,0,4.39285714285714,-0.146428571428571,58.8886904761905,20,0.4,221.466666666667,3,0.1,27.4666666666667,307.822023809524,27.3928571428571,-10.0833913221449
"Matthew Phillips","C",2016,166,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.93696275071633,0,1.46428571428571,0,20.9636904761905,0,-2.5,0,2,0,18.0666666666667,39.0303571428572,3.46428571428571,-12.9369627507163
"Filip Larsson","G",2016,167,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.93696275071633,0,0,-3.66071428571429,0,0,-2.5,0,0,-2.5,0,0,0,-19.0976770364306
"Konstantin Volkov","G",2016,168,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.93696275071633,0,0,-3.66071428571429,0,0,-2.5,0,0,-2.5,0,0,0,-19.0976770364306
"Tanner Laczynski","C",2016,169,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.93696275071633,0,7.32142857142857,-0.146428571428571,73.0434523809524,1,-0.1,9.45,32,-0.1,304.75,387.243452380952,40.3214285714286,-10.7833913221449
"Collin Adams","LW",2016,170,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.93696275071633,0,0,-3.66071428571429,0,0,-2.5,0,0,-2.5,0,0,0,-19.0976770364306
"Gabriel Fontaine","C",2016,171,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.93696275071633,0,0,-3.66071428571429,0,0,-2.5,0,0,-2.5,0,0,0,-19.0976770364306
"Anthony Salinitri","C",2016,172,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.93696275071633,0,0,-3.66071428571429,0,0,-2.5,0,0,-2.5,0,0,0,-19.0976770364306
"Blake Hillman","D",2016,173,0,-2.5,0,4,0.2,72.1166666666667,0,-2.5,0,0,-2.93696275071633,0,0,-3.66071428571429,0,0,-2.5,0,0,-2.5,0,72.1166666666667,4,-16.3976770364306
"Tyler Wall","G",2016,174,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.93696275071633,0,0,-3.66071428571429,0,0,-2.5,0,0,-2.5,0,0,0,-19.0976770364306
"Maxim Mamin","C/RW",2016,175,0,-2.5,0,26,0.3,273.533333333333,7,-0.2,51.4333333333333,0,-2.93696275071633,0,0,-3.66071428571429,0,40,1.3,476.116666666667,0,-2.5,0,801.083333333333,73,-10.1976770364306
"Jakob Stenqvist","D",2016,176,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.93696275071633,0,0,-3.66071428571429,0,0,-2.5,0,0,-2.5,0,0,0,-19.0976770364306
"Chase Priskie","D",2016,177,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.93696275071633,0,0,-3.66071428571429,0,4,0.1,56.0166666666667,0,-2.5,0,56.0166666666667,4,-16.4976770364306
"Oleg Sosunov","D",2016,178,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.93696275071633,0,0,-3.66071428571429,0,0,-2.5,0,0,-2.5,0,0,0,-19.0976770364306
"Nicolas Mattinen","D",2016,179,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.93696275071633,0,0,-3.66071428571429,0,0,-2.5,0,0,-2.5,0,0,0,-19.0976770364306
"Mark Shoemaker","D",2016,180,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.93696275071633,0,0,-3.66071428571429,0,0,-2.5,0,0,-2.5,0,0,0,-19.0976770364306
"Joseph Masonius","D",2016,181,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.93696275071633,0,0,-3.66071428571429,0,0,-2.5,0,0,-2.5,0,0,0,-19.0976770364306
"Nikolai Chebykin","LW",2016,182,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.93696275071633,0,0,-3.66071428571429,0,0,-2.5,0,0,-2.5,0,0,0,-19.0976770364306
"Vincent Desharnais","D",2016,183,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.93696275071633,0,0,-3.66071428571429,0,0,-2.5,0,36,1.7,487.65,487.65,36,-14.8976770364306
"Rodrigo Abols","C",2016,184,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.93696275071633,0,0,-3.66071428571429,0,0,-2.5,0,0,-2.5,0,0,0,-19.0976770364306
"Calvin Thurkauf","C",2016,185,0,-2.5,0,0,-2.5,0,0,-2.5,0,3.5243553008596,0,29.0955109837631,0,-3.66071428571429,0,0,-2.5,0,0,-2.5,0,29.0955109837631,3.5243553008596,-16.1607142857143
"Stepan Falkovsky","D",2016,186,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.93696275071633,0,0,-3.66071428571429,0,0,-2.5,0,0,-2.5,0,0,0,-19.0976770364306
"Arvid Henrikson","D",2016,187,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.93696275071633,0,0,-3.66071428571429,0,0,-2.5,0,0,-2.5,0,0,0,-19.0976770364306
"Dean Stewart","D",2016,188,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.93696275071633,0,0,-3.66071428571429,0,0,-2.5,0,0,-2.5,0,0,0,-19.0976770364306
"Austin Osmanski","D",2016,189,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.93696275071633,0,0,-3.66071428571429,0,0,-2.5,0,0,-2.5,0,0,0,-19.0976770364306
"Vasily Glotov","C",2016,190,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.93696275071633,0,0,-3.66071428571429,0,0,-2.5,0,0,-2.5,0,0,0,-19.0976770364306
"Travis Barron","LW",2016,191,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.93696275071633,0,0,-3.66071428571429,0,0,-2.5,0,0,-2.5,0,0,0,-19.0976770364306
"Jeremy Davies","D",2016,192,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.93696275071633,0,23.4285714285714,0.878571428571428,352.380357142857,6,-0.1,73.5166666666667,1,0,8.55,434.447023809524,30.4285714285714,-9.6583913221449
"Nick Pastujov","LW",2016,193,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.93696275071633,0,0,-3.66071428571429,0,0,-2.5,0,0,-2.5,0,0,0,-19.0976770364306
"Brett McKenzie","C",2016,194,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.93696275071633,0,0,-3.66071428571429,0,0,-2.5,0,0,-2.5,0,0,0,-19.0976770364306
"Benjamin Finkelstein","D",2016,195,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.93696275071633,0,0,-3.66071428571429,0,0,-2.5,0,0,-2.5,0,0,0,-19.0976770364306
"Dmitry Sokolov","RW",2016,196,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.93696275071633,0,0,-3.66071428571429,0,0,-2.5,0,0,-2.5,0,0,0,-19.0976770364306
"Mattias Elfstrom","LW",2016,197,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.93696275071633,0,0,-3.66071428571429,0,0,-2.5,0,0,-2.5,0,0,0,-19.0976770364306
"Adam Smith","D",2016,198,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.93696275071633,0,0,-3.66071428571429,0,0,-2.5,0,0,-2.5,0,0,0,-19.0976770364306
"David Bernhardt","D",2016,199,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.93696275071633,0,0,-3.66071428571429,0,0,-2.5,0,0,-2.5,0,0,0,-19.0976770364306
"David Quenneville","D",2016,200,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.93696275071633,0,0,-3.66071428571429,0,0,-2.5,0,0,-2.5,0,0,0,-19.0976770364306
"Ty Ronning","RW",2016,201,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.93696275071633,0,0,-3.66071428571429,0,0,-2.5,0,0,-2.5,0,0,0,-19.0976770364306
"Jacob Friend","D",2016,202,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.93696275071633,0,0,-3.66071428571429,0,0,-2.5,0,0,-2.5,0,0,0,-19.0976770364306
"Jake Ryczek","D",2016,203,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.93696275071633,0,0,-3.66071428571429,0,0,-2.5,0,0,-2.5,0,0,0,-19.0976770364306
"Brayden Chizen","D",2016,204,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.93696275071633,0,0,-3.66071428571429,0,0,-2.5,0,0,-2.5,0,0,0,-19.0976770364306
"Tyler Soy","C",2016,205,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.93696275071633,0,0,-3.66071428571429,0,0,-2.5,0,0,-2.5,0,0,0,-19.0976770364306
"Otto Somppi","C",2016,206,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.93696275071633,0,0,-3.66071428571429,0,0,-2.5,0,0,-2.5,0,0,0,-19.0976770364306
"Dmitriy Zaitsev","D",2016,207,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.93696275071633,0,0,-3.66071428571429,0,0,-2.5,0,0,-2.5,0,0,0,-19.0976770364306
"Ryan Lohin","C",2016,208,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.93696275071633,0,0,-3.66071428571429,0,0,-2.5,0,0,-2.5,0,0,0,-19.0976770364306
"Nikolaj Krag Christensen","C/LW",2016,209,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.93696275071633,0,0,-3.66071428571429,0,0,-2.5,0,0,-2.5,0,0,0,-19.0976770364306
"Joachim Blichfeld","W",2016,210,0,-2.5,0,0,-2.5,0,0,-2.5,0,3.5243553008596,-0.117478510028653,45.0138490926457,7.32142857142857,0.146428571428571,63.6232142857143,0,-2.5,0,0,-2.5,0,108.63706337836,10.8457838722882,-12.4710499386001
"Filip Helt","LW",2016,211,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,-2.93696275071633,0,0,-3.66071428571429,0,0,-2.5,0,0,-2.5,0,0,0,-19.0976770364306
"Nico Hischier","C",2017,1,82,5.9,1337.36666666667,69,4.8,1249.16666666667,68.1375358166189,3.40687679083095,1230.62655205349,30.75,1.025,569.411904761905,70,5.6,1354.08333333333,81,9.2,1562.43333333333,71,7,1383.23333333333,8686.32179014873,471.887535816619,36.931876790831
"Nolan Patrick","C",2017,2,73,2.6,1001.91666666667,72,2.2,1085.95,0,-2.93696275071633,0,76.1428571428571,-1.61071428571429,1010.99166666667,25,0.4,287.666666666667,0,-2.5,0,0,-2.5,0,3386.52500000001,246.142857142857,-4.34767703643062
"Miro Heiskanen","D",2017,3,0,-2.5,0,82,6.5,1895.28333333333,79.8853868194843,9.16332378223496,1898.60936007641,80.5357142857143,6.58928571428571,2010.78154761905,70,6.6,1742.1,79,11.1,2013.8,71,7.7,1742.36666666667,11302.9409076955,462.421101105199,45.1526094965207
"Cale Makar","D",2017,4,0,-2.5,0,0,-2.5,0,66.9627507163324,9.0458452722063,1406.92263610315,64.4285714285714,10.6892857142857,1566.15119047619,77,15.3,1976.43333333333,60,10.5,1582.81666666667,77,12.3,1907.26666666667,8439.59049324601,345.391322144904,52.835130986492
"Elias Pettersson","C",2017,5,0,-2.5,0,71,7.8,1294.06666666667,79.8853868194843,9.0458452722063,1480.36628462273,38.0714285714286,3.80714285714286,706.932738095238,80,7.4,1487.6,80,10.9,1644.38333333333,82,9.6,1611.33333333333,8224.6823560513,430.956815390913,46.0529881293492
"Cody Glass","C",2017,6,0,-2.5,0,0,-2.5,0,45.8166189111748,0.70487106017192,612.121776504298,39.5357142857143,1.46428571428571,574.854166666667,8,-0.1,91.2666666666667,72,3.5,1063.23333333333,41,0.6,550.716666666667,2892.19260983763,206.352333196889,1.16915677445763
"Lias Andersson","C",2017,7,7,0.2,83.6166666666667,42,-0.4,450.116666666667,19.9713467048711,-0.587392550143267,190.60888252149,33.6785714285714,0.585714285714286,406.36369047619,20,-0.3,212.3,1,-0.1,8.61666666666667,0,-2.5,0,1351.62257299768,123.649918133442,-3.10167826442898
"Casey Mittelstadt","C",2017,8,6,0.6,84.1166666666667,77,1.4,1035.78333333333,36.4183381088825,0.587392550143267,464.70582617001,60.0357142857143,3.075,953.494047619047,40,1,644.816666666667,82,4.4,1289.71666666667,18,0.7,285.616666666667,4758.24987378906,319.454052394597,11.7623925501433
"Michael Rasmussen","C",2017,9,0,-2.5,0,62,1,748.716666666667,0,-2.93696275071633,0,58.5714285714286,0.732142857142857,866.783928571429,80,1.3,1161.45,56,2.5,844.966666666667,75,2.8,1139.31666666667,4761.23392857143,331.571428571429,2.89518010642653
"Owen Tippett","RW",2017,10,7,-0.2,77.8166666666667,0,-2.5,0,0,-2.93696275071633,0,65.8928571428571,2.19642857142857,756.523214285714,21,0.5,319.083333333333,77,4.7,1341.9,78,6,1293.71666666667,3789.03988095238,248.892857142857,7.75946582071224
"Gabriel Vilardi","C",2017,11,0,-2.5,0,0,-2.5,0,11.7478510028653,0.939828080229226,150.95988538682,79.0714285714286,2.92857142857143,1166.4255952381,25,0.5,337.85,63,4.8,983.016666666667,47,4.6,799.35,3437.60214729159,225.819279574294,8.76839950880066
"Martin Necas","C",2017,12,1,0,6.9,7,0.2,70.1666666666667,75.1862464183381,4.11174785100287,1065.15807067813,77.6071428571428,7.46785714285714,1341.94464285714,78,3.3,1262.66666666667,82,7.6,1509.8,77,5,1336.43333333333,6593.06938020194,397.793389275481,27.67960499386
"Nick Suzuki","C",2017,13,0,-2.5,0,0,-2.5,0,83.4097421203439,3.75931232091691,1333.69436485196,82,5.85714285714286,1490.8869047619,82,4.2,1681.83333333333,82,5.4,1729.83333333333,82,7.3,1743.65,7979.89793628052,411.409742120344,21.5164551780598
"Callan Foote","D",2017,14,0,-2.5,0,0,-2.5,0,0,-2.93696275071633,0,51.25,2.19642857142857,660.56369047619,56,2.1,735.05,24,1.2,386.916666666667,4,0.4,59.0666666666667,1841.59702380952,135.25,-2.04053417928776
"Erik Brannstrom","D",2017,15,0,-2.5,0,2,0,36.1166666666667,36.4183381088825,0.117478510028653,540.538204393505,43.9285714285714,3.22142857142857,718.57380952381,53,1.4,1047.56666666667,74,3.6,1192.4,76,3.7,1260.91666666667,4796.11201391732,285.346909537454,9.53890708145722
"Juuso Valimaki","D",2017,16,0,-2.5,0,24,0.4,371.6,0,-2.93696275071633,0,71.75,2.92857142857143,1107.21964285714,9,0.3,141.35,78,4,1417.66666666667,68,3.6,1298.38333333333,4336.21964285714,250.75,5.7916086778551
"Timothy Liljegren","D",2017,17,0,-2.5,0,0,-2.5,0,12.9226361031519,-0.234957020057307,133.024832855778,2.92857142857143,0.146428571428571,44.1970238095238,61,4.2,1000.41666666667,67,5.1,1199.86666666667,55,3.1,1081.48333333333,3458.98852333197,198.851207531723,7.31147155137126
"Urho Vaakanainen","D",2017,18,0,-2.5,0,2,-0.1,18.2,5.87392550143267,0.234957020057307,98.9952244508118,13.1785714285714,0.292857142857143,249.294642857143,14,0.2,270.916666666667,23,-0.6,378.533333333333,68,2.5,1188.36666666667,2204.30653397462,126.052496930004,0.0278141629144502
"Joshua Norris","C",2017,19,0,-2.5,0,0,-2.5,0,3.5243553008596,0,63.1446991404012,82,5.125,1350.4130952381,66,6.8,1226.21666666667,8,0.2,143.9,50,2.8,881.866666666667,3665.54112771184,209.52435530086,9.925
"Robert Thomas","C",2017,20,0,-2.5,0,70,2.7,915.083333333333,77.5358166189112,4.81661891117479,1129.20343839542,48.3214285714286,1.17142857142857,657.317857142857,72,7.3,1351.68333333333,73,5.2,1412.06666666667,82,8.6,1719.25,7184.60462887161,422.85724519034,27.2880474826034
"Filip Chytil","C",2017,21,9,0,122.483333333333,75,0.9,1033.95,70.487106017192,2.11461318051576,1046.08739255014,61.5,3.66071428571429,813.3375,67,1.5,882.733333333333,74,5.2,1086.6,10,0.3,159.3,5144.49155921681,366.987106017192,13.6753274662301
"Kailer Yamamoto","RW",2017,22,9,0,136.433333333333,17,-0.3,222.033333333333,31.7191977077364,4.34670487106017,551.444126074499,76.1428571428571,2.78214285714286,1245.57023809524,81,3.4,1366.55,58,1.9,961.533333333333,59,1,707.5,5191.06436416974,331.862054850593,13.128847728203
"Pierre-Olivier Joseph","D",2017,23,0,-2.5,0,0,-2.5,0,0,-2.93696275071633,0,23.4285714285714,1.17142857142857,393.331547619048,4,-0.1,72.9,75,4.1,1143.68333333333,52,1.6,784.4,2394.31488095238,154.428571428571,-1.16553417928776
"Kristian Vesalainen","W",2017,24,0,-2.5,0,5,0,34.2,0,-2.93696275071633,0,17.5714285714286,-0.146428571428571,152.602976190476,53,-0.6,459.533333333333,0,-2.5,0,0,-2.5,0,646.336309523809,75.5714285714286,-11.1833913221449
"Ryan Poehling","C",2017,25,0,-2.5,0,1,0.7,11.3666666666667,31.7191977077364,-0.35243553008596,328.019579751671,0,-3.66071428571429,0,57,0.6,695.133333333333,53,0.9,623.85,77,1.8,1154.66666666667,2813.03624641834,219.719197707736,-2.51314981580025
"Jake Oettinger","G",2017,26,0,-2.5,0,0,-2.5,0,0,-2.93696275071633,0,0,-3.66071428571429,0,0,-2.5,0,0,-2.5,0,0,-2.5,0,0,0,-19.0976770364306
"Morgan Frost","C",2017,27,0,-2.5,0,0,-2.5,0,23.4957020057307,0.35243553008596,321.499522445081,2.92857142857143,0,29.9690476190476,55,0.5,765.733333333333,81,3.8,1323.78333333333,71,3.9,1123.71666666667,3564.70190339746,233.424273434302,3.55243553008596
"Shane Bowers","C",2017,28,0,-2.5,0,0,-2.5,0,0,-2.93696275071633,0,0,-3.66071428571429,0,0,-2.5,0,1,0,1.76666666666667,8,-0.1,75.65,77.4166666666667,9,-14.1976770364306
"Henri Jokiharju","D",2017,29,0,-2.5,0,38,0.8,721.25,81.0601719197708,3.05444126074499,1395.60553963706,67.3571428571428,2.34285714285714,1238.05357142857,60,3.1,1312.76666666667,60,1.2,1261.46666666667,74,4.5,1404.51666666667,7333.65911106564,380.417314776914,12.4972984036021
