overall,expected_draft_value,value_ceiling_95pct,value_floor_5pct,raw_model_output,raw_floor_5pct,raw_ceiling_95pct
157,12.679891280077541,13.67610019408536,11.695156074118774,8.67886079704166,8.004850303916198,9.360724568462972
158,12.624520743978392,13.625641716164548,11.640811088872992,8.640961956708766,7.967653410697841,9.326187828657215
159,12.569608860101665,13.576462083294828,11.580923633828437,8.60337704483983,7.926662926289082,9.292526405361219
160,12.515145405364969,13.525580672361919,11.521962391463674,8.566099064158053,7.886306396126367,9.25770018541266
161,12.461120156685922,13.480915036192423,11.467360209071192,8.52912101738665,7.848933462105741,9.227128406036647
162,12.407522890982131,13.434162974443858,11.408858382882173,8.492435907248828,7.808891383301409,9.195128554702904
163,12.354343385171209,13.383923711092145,11.347880307098372,8.456036736467794,7.767154414134286,9.160741858197037
164,12.301571416170766,13.333814870398223,11.284105841741551,8.419916507766763,7.72350343203894,9.126444430602607
165,12.249196760898421,13.288018978376567,11.2224096031497,8.38406822386894,7.681274910152397,9.095099037873824
166,12.197209196271775,13.245004374905415,11.16670688910373,8.348484887497534,7.643148707762795,9.06565732204834
167,12.14559849920845,13.200083420701471,11.10585818958962,8.313159501375758,7.601500291297764,9.034910788044627
168,12.094354446626053,13.161247141561342,11.053141700913075,8.278085068226817,7.565418036582269,9.00832896229492
169,12.043466815442192,13.114534030835003,10.99666978999522,8.24325459077392,7.526765350768703,8.976355771323822
170,11.992925382574484,13.072468577729856,10.934392549976181,8.208661071740279,7.484139157451224,8.947563709641269
171,11.94271992494054,13.033994872647781,10.879399966255136,8.174297513849103,7.446499009878785,8.921230050828406
172,11.892840219457971,12.99198439115005,10.816564008834085,8.1401569198236,7.403490397623333,8.892475614936012
173,11.843276043044389,12.94707979990103,10.7569410167125,8.106232292386977,7.362680927139987,8.861740280697727
174,11.794017172617405,12.910052026072064,10.70036305902378,8.072516634262447,7.323955656700736,8.836396301984689
175,11.745053385094634,12.863917733652285,10.63957930893098,8.03900294817322,7.282351695426524,8.804819288188808
176,11.696374457393686,12.826034063568281,10.583192384941404,8.005684236842502,7.243757179648001,8.778889483912275
177,11.647970166432167,12.78558405729122,10.524491073850307,7.972553502993501,7.203578561684302,8.751203128724857
178,11.5998302891277,12.74415872524017,10.465129996495262,7.939603749349431,7.162948361018757,8.722849203411068
179,11.551944602397887,12.704866612145858,10.407634499315956,7.906827978633497,7.123595072772514,8.695955378185378
180,11.504302883160344,12.666347000118721,10.34852243524194,7.874219193568911,7.083135311391891,8.669590297968575
181,11.456894908332684,12.630925665509022,10.28921505252595,7.84177039687888,7.042541862484511,8.645345860415233
182,11.409710454832513,12.592289400446036,10.22891516053877,7.809474591286614,7.001269082058102,8.618900936023325
183,11.36273929957745,12.558886165999585,10.170399193634701,7.7773247795153235,6.961217324519562,8.596037804508374
184,11.315971219485103,12.523703200854568,10.114077579123084,7.745313964288216,6.922667510375732,8.57195652098818
185,11.269395991473084,12.493845182376964,10.054917742598269,7.7134351483285,6.8821750507297,8.55151994307763
186,11.223003392459006,12.459302100159608,9.996432912459813,7.681681334359388,6.842144605018561,8.52787663293851
187,11.17678319936048,12.424700135782167,9.941422449225282,7.650045525104087,6.804492219659123,8.504193020397775
188,11.130725189095115,12.393374559880714,9.880574864208045,7.618520723285804,6.762844566021075,8.482751960168573
189,11.084819138580531,12.359601930570346,9.81718044723366,7.587099931627754,6.719453711314398,8.459635993157459
190,11.039054824734327,12.327029281160407,9.753752787174259,7.555776152853138,6.6760401030918635,8.437341362724478
191,10.993422024474127,12.293747018112446,9.693691411284266,7.524542389685173,6.634930577062486,8.414561031125137
192,10.947910514717536,12.261963314457617,9.627394530181606,7.4933916448470645,6.589553105784632,8.392806401409336
193,10.902510072382167,12.224483896848863,9.571750929273744,7.462316921062023,6.551467363891543,8.367153291221268
194,10.857210474385635,12.197249190468593,9.512271146257442,7.431311221053257,6.510755914113751,8.348512261870011
195,10.81200149764555,12.169003641419588,9.445122887677408,7.400367547543976,6.464795710188698,8.329179352547872
196,10.766872919079521,12.13518548682486,9.387336338655265,7.369478903257387,6.425243209001832,8.306032225363774
197,10.72181451560516,12.112416981907263,9.327450728517112,7.338638290916702,6.38425398735515,8.290448126070505
198,10.676816064140084,12.080936627707617,9.263764047401876,7.30783871324513,6.340663089940031,8.26890112650202
199,10.6318673416019,12.050821321419164,9.194967055025476,7.277073172965879,6.293574395967706,8.248288445733342
200,10.58695812490822,12.030133408200832,9.123877614039735,7.246334672802158,6.244916615800133,8.234128425348525
201,10.541355175471843,12.000368003917767,9.047231205188798,7.21512134128766,6.192455321115722,8.2137552380211
202,10.49143319268631,11.966292996630823,8.974552519966577,7.180951810198014,6.1427097690425185,8.190432305799575
203,10.432843860440348,11.925453660199683,8.893247704827319,7.140849837119329,6.087059988051769,8.162479470234942
204,10.36123886262268,11.875860828010804,8.791632650159649,7.091839179637711,6.017508688686125,8.12853522910611
205,10.27226988312203,11.80779244441685,8.679651949849486,7.030943595339274,5.940862533882408,8.08194523769035
206,10.161588605827136,11.71881462068772,8.532977728600335,6.955186841810131,5.840470099860836,8.021043599883555
207,10.02484671462671,11.626778606836265,8.349191686865172,6.861592676636386,5.714676160667929,7.958048757507708
208,9.857695893409488,11.536275137020487,8.111530446483785,6.747184857404155,5.552006877740945,7.8961028780966975
209,9.65578782606419,11.414320107534493,7.798225851962479,6.608987141699542,5.3375628495657,7.812629707780873
210,9.414774196479552,11.274901243648715,7.363604650475279,6.444023287108665,5.0400826248671695,7.717203265596193
