DraftYr,DraftOv,Year1GAR,Year2GAR,Year3GAR,Year4GAR,Year5GAR,Year6GAR,Year7GAR,Year8GAR,Year9GAR,Year10GAR,Year11GAR,Year12GAR,Year13GAR,Year14GAR,Year15GAR,Year16GAR,GARsum,GARsum1_6
2009,106,-22.5,-22.5,-22.5,1.1,8.7,11.7,11.6,2.3,1.8,1.1,1.879656160458453,4.1,-22.5,-22.5,-22.5,-22.5,-46,-46
2009,107,-22.5,-22.5,-22.5,-22.5,-22.5,-22.5,-2.4,-22.5,-22.5,1.5,-26.432664756446993,-32.94642857142857,-22.5,-22.5,-22.5,-22.5,-135,-135
2009,108,-22.5,-22.5,-22.5,-22.5,-22.5,-22.5,-22.5,-22.5,-22.5,-22.5,-26.432664756446993,-32.94642857142857,-22.5,-22.5,-22.5,-22.5,-135,-135
2009,109,-22.5,-22.5,-22.5,-22.5,-22.5,-22.5,-22.5,-22.5,-22.5,-22.5,-26.432664756446993,-32.94642857142857,-22.5,-22.5,-22.5,-22.5,-135,-135
2009,110,-22.5,-22.5,-22.5,-22.5,-22.5,-22.5,-22.5,-22.5,-22.5,-22.5,-26.432664756446993,-32.94642857142857,-22.5,-22.5,-22.5,-22.5,-135,-135
2009,111,-22.5,-22.5,-22.5,-22.5,-22.5,-22.5,-22.5,-22.5,-22.5,-22.5,-26.432664756446993,-32.94642857142857,-22.5,-22.5,-22.5,-22.5,-135,-135
2009,112,-22.5,-22.5,-22.5,-22.5,-22.5,-22.5,-22.5,-22.5,-22.5,-22.5,-26.432664756446993,-32.94642857142857,-22.5,-22.5,-22.5,-22.5,-135,-135
2009,113,-22.5,-22.5,-22.5,-22.5,-22.5,-22.5,-22.5,-22.5,-22.5,-22.5,-26.432664756446993,-32.94642857142857,-22.5,-22.5,-22.5,-22.5,-135,-135
2009,114,-22.5,-22.5,-22.5,-22.5,-22.5,1.6,-4.6,1,-22.5,-22.5,-26.432664756446993,-32.94642857142857,-22.5,-22.5,-22.5,-22.5,-110.9,-110.9
2009,115,-22.5,-22.5,-22.5,-22.5,-0.6,-22.5,-22.5,-22.5,-22.5,-22.5,-26.432664756446993,-32.94642857142857,-22.5,-22.5,-22.5,-22.5,-113.1,-113.1
2009,116,-22.5,-22.5,-22.5,-22.5,-22.5,-22.5,-22.5,-22.5,-22.5,-22.5,-26.432664756446993,-32.94642857142857,-22.5,-22.5,-22.5,-22.5,-135,-135
2009,117,-22.5,-22.5,-22.5,-22.5,-22.5,-22.5,-22.5,-22.5,-22.5,-3.3,-26.432664756446993,-32.94642857142857,-22.5,-22.5,-22.5,-22.5,-135,-135
2009,118,-22.5,-22.5,-22.5,-22.5,-22.5,-22.5,-22.5,-22.5,-22.5,-22.5,-26.432664756446993,-32.94642857142857,-22.5,-22.5,-22.5,-22.5,-135,-135
2009,119,-22.5,-22.5,-22.5,-22.5,-22.5,-22.5,2.7,-0.8,1.8,-22.5,-26.432664756446993,-32.94642857142857,-22.5,0.6,0.3,-22.5,-135,-135
2009,120,-22.5,-22.5,-22.5,-22.5,-22.5,3.7,-1.1,1.9,2.3,2.2,-1.0573065902578798,-4.392857142857142,-12.7,-2.6,4.4,-6.8,-108.8,-108.8
2009,121,-22.5,-22.5,-22.5,-22.5,-22.5,-22.5,-22.5,-22.5,-22.5,-22.5,-26.432664756446993,-32.94642857142857,-22.5,-22.5,-22.5,-22.5,-135,-135
2009,122,-22.5,-22.5,-22.5,-22.5,-22.5,-22.5,-22.5,-22.5,-22.5,-22.5,-26.432664756446993,-32.94642857142857,-22.5,-22.5,-22.5,-22.5,-135,-135
2009,123,-22.5,-22.5,-22.5,-22.5,-22.5,-22.5,-22.5,-22.5,-22.5,-22.5,-26.432664756446993,-32.94642857142857,-22.5,-22.5,-22.5,-22.5,-135,-135
2009,124,-22.5,-22.5,-22.5,-22.5,-22.5,-22.5,-22.5,-22.5,-22.5,-22.5,-26.432664756446993,-32.94642857142857,-22.5,-22.5,-22.5,-22.5,-135,-135
2009,125,-22.5,-22.5,-22.5,-22.5,-22.5,-22.5,-22.5,-22.5,-22.5,-22.5,-26.432664756446993,-32.94642857142857,-22.5,-22.5,-22.5,-22.5,-135,-135
2009,126,-22.5,-22.5,5.4,-0.1,-22.5,-22.5,-22.5,-22.5,-22.5,-22.5,-26.432664756446993,-32.94642857142857,-22.5,-22.5,-22.5,-22.5,-84.7,-84.7
2009,127,-22.5,-22.5,-22.5,-22.5,-22.5,-22.5,-22.5,-22.5,-22.5,-22.5,-26.432664756446993,-32.94642857142857,-22.5,-22.5,-22.5,-22.5,-135,-135
2009,128,-22.5,-2.2,0.7,0.4,-22.5,-0.2,-22.5,-22.5,-22.5,-22.5,-26.432664756446993,-32.94642857142857,-22.5,-22.5,-22.5,-22.5,-46.3,-46.300000000000004
2009,129,-22.5,-22.5,-22.5,-22.5,-22.5,-22.5,-22.5,-22.5,-22.5,-22.5,-26.432664756446993,-32.94642857142857,-22.5,-22.5,-22.5,-22.5,-135,-135
2009,130,-22.5,-22.5,-22.5,-22.5,-0.2,13.6,14.4,13.6,4.2,4,-0.3524355300859599,9.664285714285713,-4.3,1.2,-1.6,-22.5,-76.60000000000001,-76.60000000000001
2009,131,-22.5,-22.5,4.3,7.6,7.8,0,2.8,-0.4,-3,-0.7,-2.702005730659026,-32.94642857142857,-22.5,-22.5,-22.5,-22.5,-25.3,-25.3
2009,132,-22.5,-22.5,-22.5,-22.5,-22.5,-22.5,-22.5,-22.5,-22.5,-22.5,-26.432664756446993,-32.94642857142857,-22.5,-22.5,-22.5,-22.5,-135,-135
