overall,raw_model_output,scaled_curve,shift_value,epsilon_added,raw_sum,adjusted_sum,metric
169,5.280780187452349,1.782731423167108,0.0,0.0,2962.1849476747257,2962.1849476747257,GP
170,5.240438283349981,1.7691124544615802,0.0,0.0,2962.1849476747257,2962.1849476747257,GP
171,5.200213583299166,1.7555330525128967,0.0,0.0,2962.1849476747257,2962.1849476747257,GP
172,5.160098569595804,1.741990679429524,0.0,0.0,2962.1849476747257,2962.1849476747257,GP
173,5.120085724535787,1.7284827973199257,0.0,0.0,2962.1849476747257,2962.1849476747257,GP
174,5.080167530415018,1.7150068682925688,0.0,0.0,2962.1849476747257,2962.1849476747257,GP
175,5.040336469529389,1.701560354455917,0.0,0.0,2962.1849476747257,2962.1849476747257,GP
176,5.000585024174798,1.688140717918437,0.0,0.0,2962.1849476747257,2962.1849476747257,GP
177,4.960905676647142,1.6747454207885921,0.0,0.0,2962.1849476747257,2962.1849476747257,GP
178,4.92129090924232,1.6613719251748496,0.0,0.0,2962.1849476747257,2962.1849476747257,GP
179,4.881733204256224,1.6480176931856727,0.0,0.0,2962.1849476747257,2962.1849476747257,GP
180,4.842225043984755,1.6346801869295282,0.0,0.0,2962.1849476747257,2962.1849476747257,GP
181,4.802758910723809,1.6213568685148807,0.0,0.0,2962.1849476747257,2962.1849476747257,GP
182,4.763327286769283,1.608045200050196,0.0,0.0,2962.1849476747257,2962.1849476747257,GP
183,4.723922654417074,1.5947426436439387,0.0,0.0,2962.1849476747257,2962.1849476747257,GP
184,4.684537495963076,1.5814466614045732,0.0,0.0,2962.1849476747257,2962.1849476747257,GP
185,4.645164293703189,1.5681547154405666,0.0,0.0,2962.1849476747257,2962.1849476747257,GP
186,4.60579552993331,1.5548642678603835,0.0,0.0,2962.1849476747257,2962.1849476747257,GP
187,4.566423686949333,1.541572780772488,0.0,0.0,2962.1849476747257,2962.1849476747257,GP
188,4.527041247047158,1.5282777162853465,0.0,0.0,2962.1849476747257,2962.1849476747257,GP
189,4.48764069252268,1.5149765365074237,0.0,0.0,2962.1849476747257,2962.1849476747257,GP
190,4.448214505671796,1.501666703547185,0.0,0.0,2962.1849476747257,2962.1849476747257,GP
191,4.408755168790405,1.4883456795130963,0.0,0.0,2962.1849476747257,2962.1849476747257,GP
192,4.3692551641744,1.4750109265136213,0.0,0.0,2962.1849476747257,2962.1849476747257,GP
193,4.329706974119681,1.4616599066572264,0.0,0.0,2962.1849476747257,2962.1849476747257,GP
194,4.290103080922143,1.4482900820523765,0.0,0.0,2962.1849476747257,2962.1849476747257,GP
195,4.250435966877685,1.4348989148075373,0.0,0.0,2962.1849476747257,2962.1849476747257,GP
196,4.210698114282202,1.4214838670311731,0.0,0.0,2962.1849476747257,2962.1849476747257,GP
197,4.170882005431591,1.4080424008317496,0.0,0.0,2962.1849476747257,2962.1849476747257,GP
198,4.130980122621749,1.394571978317732,0.0,0.0,2962.1849476747257,2962.1849476747257,GP
199,4.0909849481485745,1.3810700615975857,0.0,0.0,2962.1849476747257,2962.1849476747257,GP
200,4.050888964307961,1.3675341127797753,0.0,0.0,2962.1849476747257,2962.1849476747257,GP
201,4.010646024538798,1.3539485533093063,0.0,0.0,2962.1849476747257,2962.1849476747257,GP
