Selection,Response,Method,fitted_raw,fitted_adjusted,scaled_value,shift_applied,shift_value
57,TOI_sum_min,B-spline,9.409244680678386,9.409244680678386,4.14582299193595,FALSE,0
58,TOI_sum_min,B-spline,9.331505030266484,9.331505030266484,4.111569994910106,FALSE,0
59,TOI_sum_min,B-spline,9.25401796279986,9.25401796279986,4.077428288877049,FALSE,0
60,TOI_sum_min,B-spline,9.176796461399812,9.176796461399812,4.043403594351511,FALSE,0
61,TOI_sum_min,B-spline,9.099853509187623,9.099853509187623,4.009501631848211,FALSE,0
62,TOI_sum_min,B-spline,9.02320208928459,9.02320208928459,3.9757281218818816,FALSE,0
63,TOI_sum_min,B-spline,8.946855184812,8.946855184812,3.9420887849672437,FALSE,0
64,TOI_sum_min,B-spline,8.870825778891147,8.870825778891147,3.908589341619026,FALSE,0
65,TOI_sum_min,B-spline,8.795126854643318,8.795126854643318,3.8752355123519524,FALSE,0
66,TOI_sum_min,B-spline,8.719771395189804,8.719771395189804,3.842033017680749,FALSE,0
67,TOI_sum_min,B-spline,8.644772383651897,8.644772383651897,3.8089875781201417,FALSE,0
68,TOI_sum_min,B-spline,8.570142803150887,8.570142803150887,3.7761049141848555,FALSE,0
69,TOI_sum_min,B-spline,8.495895636808065,8.495895636808065,3.743390746389618,FALSE,0
