overall,expected_draft_value,value_floor_5pct,value_ceiling_95pct,raw_model_output,raw_floor_5pct,raw_ceiling_95pct
174,4.752203811354151,3.8407845742427176,5.666513600400577,3.676821751449691,2.9716486972775704,4.3842312509954064
175,4.713884399272938,3.797111514174945,5.6338930713760975,3.6471736863758952,2.937858467821103,4.358992461704754
176,4.675578869431476,3.750826575838741,5.605322613820372,3.6175363621127015,2.902047405249995,4.336887248216482
177,4.637279735387952,3.705952566993043,5.574162575857506,3.587903986334443,2.86732799119532,4.312778453664336
178,4.598979510700544,3.664171600576129,5.541011910339837,3.55827076671545,2.8350016911845204,4.287129493121193
179,4.560670708927431,3.6184889882614635,5.511143358140181,3.528630910930053,2.799656653536873,4.264019932426507
180,4.522345843626801,3.571042507789198,5.483881119385208,3.498978626652585,2.762946895631846,4.242926899293541
181,4.48399742835683,3.527433010967069,5.45025201131226,3.4693081215573756,2.7292058456157924,4.21690776355087
182,4.4456179766757,3.4767824306231927,5.4182676185265315,3.4396136033187568,2.6900170475497336,4.192161158445149
183,4.407200002141594,3.4283723657604424,5.387184373186118,3.4098892796110603,2.652561755954036,4.168111779018236
184,4.368736018312693,3.380140779682769,5.353950616909191,3.3801293581086167,2.615244554959079,4.142398530426197
185,4.330218538747176,3.3297462026005546,5.325069882526272,3.3503280464857554,2.57625382886095,4.120053253036526
186,4.291640077003226,3.280873868580964,5.295959569276744,3.3204795524168107,2.538440875565889,4.097530348465042
187,4.2529931466390245,3.229891715413242,5.26516743442641,3.2905780835761114,2.498995536699119,4.073706203776471
188,4.214270261212754,3.181547660744762,5.237271812692116,3.2606178476379903,2.4615913177694413,4.052123116679531
189,4.175463934282592,3.133631208428861,5.2059277795358625,3.2305930522767774,2.4245179385287465,4.027871963433173
190,4.136566679406724,3.085548999956271,5.175185357635334,3.200497905166805,2.387316312296436,4.0040862820897
191,4.097571010143331,3.0338673980254733,5.1437121779189106,3.1703266139824047,2.347329803789602,3.9797352070175105
192,4.058469440050589,2.9845879911012014,5.112135936158514,3.1400733863979045,2.309201894619378,3.9553043919383533
193,4.019254482686684,2.935435390868737,5.079280003647865,3.1097324300876377,2.271172096898321,3.929883468906668
194,3.9799186516097973,2.8872541864856633,5.049798746375597,3.0792979527259368,2.2338938766621714,3.907073561692719
195,3.9404544603781098,2.8325956542261745,5.020324483496903,3.048764161987132,2.1916040910612598,3.8842690661024
196,3.900854422549801,2.7847027821892665,4.9875352035773926,3.018125265545553,2.15454895608915,3.8588997127648215
197,3.8611110516830545,2.729751267136131,4.958166424970178,2.987375471075533,2.1120324871322116,3.8361768312801257
198,3.8212168613360498,2.672516407805834,4.9283528676501005,2.9565089862514013,2.067749374689938,3.8131098206059106
199,3.781164365066971,2.6121825655583177,4.901790335290589,2.925520018747492,2.0210685519958056,3.7925581564454443
200,3.7409460764339943,2.5516671110035314,4.873132369185779,2.894402776238133,1.974247214267342,3.770385236825558
201,3.70051421593817,2.494791943939238,4.846906990791151,2.863120291306102,1.9302423988847,3.750094431643553
